nom,adresse,arrondissement,latitude,longitude,type_cuisine,specialite,prix_fourchette,categorie_prix,note_moyenne,nb_avis,ambiance,telephone,reservation_recommandee
Mahe & Guillaume,"78 rue de Ménilmontant, 75010 Paris",75010,48.928885,2.402029,Thaïlandais,Pizza,100+,Haut de gamme,3.3,537,Historique,0137888194,true
Huet,"90 rue de la Paix, 75007 Paris",75007,48.872901,2.376665,Crêperie,Mexicain,50-100,Haut de gamme,3.7,568,Vue panoramique,0151986389,false
Richard & Leconte,"126 rue Montorgueil, 75008 Paris",75008,48.877983,2.402537,Libanais,Burger,100+,Haut de gamme,4.7,954,Calme,0143211364,true
Blanc & Masson,"94 rue de la Pompe, 75006 Paris",75006,48.915617,2.327205,Sushi,Grecque,50-100,Haut de gamme,4.3,897,Calme,0187393758,true
Laroche & Teixeira,"32 rue Oberkampf, 75017 Paris",75017,48.886894,2.33115,Italien,,20-30,Moyenne gamme,4.3,946,Traditionnel,0114894152,false
Sanchez & Ramos,"51 boulevard de Magenta, 75005 Paris",75005,48.880731,2.384416,Végétarien,Français,50-100,Haut de gamme,3.8,298,Vue panoramique,0199562274,false
Ramos & Roussel,"120 avenue de Clichy, 75018 Paris",75018,48.849686,2.351795,Mexicain,Gastronomique,50-100,Haut de gamme,4.2,910,Intime,0169998471,true
Boucher & Weiss,"76 rue de la Pompe, 75003 Paris",75003,48.891615,2.36038,Italien,,100+,Haut de gamme,4.4,972,Décontracté,0138918355,true
Collet & Aubry,"133 rue de Passy, 75013 Paris",75013,48.959684,2.306263,Grecque,Tapas,100+,Haut de gamme,4.1,318,Élégant,0112123933,false
Roussel,"36 boulevard de Clichy, 75004 Paris",75004,48.863506,2.324331,Libanais,Brasserie,50-100,Haut de gamme,3.7,107,Calme,0137533282,true
Alves,"139 rue de la Roquette, 75019 Paris",75019,48.927679,2.326269,Méditerranéen,Sushi,30-50,Moyenne gamme,3.4,989,Vue panoramique,0179666018,true
Labbé & Bouvier,"97 rue Cler, 75004 Paris",75004,48.906578,2.366272,Burger,Thaïlandais,50-100,Haut de gamme,4.5,297,Calme,0125543595,false
Les Launay,"143 rue de Ménilmontant, 75019 Paris",75019,48.807233,2.258115,Ramen,,20-30,Moyenne gamme,5.0,77,Décontracté,0116147652,false
Gauthier,"72 boulevard Haussmann, 75015 Paris",75015,48.907695,2.302925,Coréen,,20-30,Moyenne gamme,4.8,827,Historique,0141371936,true
Dos Santos & Dupré,"32 rue Caulaincourt, 75019 Paris",75019,48.93866,2.334152,Bistrot,Japonais,50-100,Haut de gamme,4.6,490,Moderne,0128928832,true
Jourdan & Picard,"69 rue du Commerce, 75005 Paris",75005,48.824441,2.366863,Thaïlandais,,50-100,Haut de gamme,4.5,30,Historique,0197826340,true
Cuisine Petit du Palais,"82 rue du Temple, 75018 Paris",75018,48.878623,2.364936,Bistrot,,50-100,Haut de gamme,3.3,798,Animé,0166755799,false
Navarro & Loiseau,"32 avenue Montaigne, 75003 Paris",75003,48.800246,2.279115,Marocain,,100+,Haut de gamme,4.6,514,Terrasse,0171109572,false
Noël & Maréchal,"130 rue Daguerre, 75007 Paris",75007,48.852278,2.351456,Français,Gastronomique,50-100,Haut de gamme,4.0,782,Familial,0163466453,false
Au Vieux du Palais,"142 rue de Passy, 75017 Paris",75017,48.836442,2.348598,Marocain,Crêperie,50-100,Haut de gamme,4.1,814,Moderne,0151719859,false
Blot & Martel,"74 rue de Buci, 75001 Paris",75001,48.86685,2.377919,Végan,Indien,20-30,Moyenne gamme,3.7,481,Intime,0112431927,true
Café Délicieux de la Place,"114 rue Lepic, 75004 Paris",75004,48.894424,2.386929,Indien,Bistrot,50-100,Haut de gamme,3.4,837,Traditionnel,0172666410,true
Au Bon de la Seine,"135 rue de Bretagne, 75017 Paris",75017,48.928662,2.384116,Grecque,Tapas,50-100,Haut de gamme,4.3,255,Terrasse,0188718741,false
Brun & Marie,"134 boulevard Voltaire, 75017 Paris",75017,48.824149,2.306546,Africain,Brasserie,20-30,Moyenne gamme,4.1,747,Vue panoramique,0178235854,true
Payet & Grenier,"61 rue de la Gaîté, 75018 Paris",75018,48.901461,2.255182,Burger,,30-50,Moyenne gamme,3.3,603,Convivial,0113587642,false
Guillet & Colas,"112 avenue Montaigne, 75018 Paris",75018,48.81279,2.419298,Italien,Brasserie,50-100,Haut de gamme,4.5,464,Vue panoramique,0166953999,false
Cuisine Bon du Marché,"109 rue des Martyrs, 75009 Paris",75009,48.891213,2.382588,Chinois,Burger,20-30,Moyenne gamme,3.3,579,Historique,0173345954,true
Relais Authentique du Palais,"21 rue de Buci, 75005 Paris",75005,48.825062,2.317446,Français,Crêperie,50-100,Haut de gamme,3.4,488,Terrasse,0136868054,true
Brasserie Moderne Gourmand,"131 rue de Ménilmontant, 75012 Paris",75012,48.965907,2.359628,Français,Street food,100+,Haut de gamme,4.8,449,Vue panoramique,0197998230,false
Les Petitjean,"58 rue Daguerre, 75011 Paris",75011,48.877609,2.275415,Coréen,,100+,Haut de gamme,4.1,112,Familial,0172738387,false
Guillet & Coulon,"79 boulevard Raspail, 75003 Paris",75003,48.926166,2.395531,Crêperie,,20-30,Moyenne gamme,4.9,20,Élégant,0173112768,false
Marie & Bouchet,"108 rue de Belleville, 75016 Paris",75016,48.864148,2.351037,Ramen,Espagnol,100+,Haut de gamme,4.4,928,Festif,0123425540,false
Relais Royal de Paris,"40 boulevard Saint-Germain, 75016 Paris",75016,48.837237,2.349522,Français,Bistrot,100+,Haut de gamme,4.7,936,Branché,0154567754,false
Richard & Fischer,"87 avenue Montaigne, 75007 Paris",75007,48.814517,2.326027,Chinois,Gastronomique,100+,Haut de gamme,3.6,795,Branché,0134898383,true
Les Délicieux du Palais,"150 rue de Turbigo, 75019 Paris",75019,48.810829,2.27383,Brasserie,Grecque,100+,Haut de gamme,3.7,76,Romantique,0165366224,false
Potier & Hardy,"75 boulevard Saint-Germain, 75017 Paris",75017,48.892688,2.401158,Japonais,Burger,10-20,Bon marché,4.4,601,Calme,0177281845,true
La Délicieux du Palais,"14 rue Vaugirard, 75007 Paris",75007,48.959077,2.261554,Street food,Grecque,10-20,Bon marché,3.5,757,Intime,0177826351,true
L'Assiette Royal du Palais,"91 avenue de l'Opéra, 75015 Paris",75015,48.857163,2.314696,Libanais,,10-20,Bon marché,4.4,391,Traditionnel,0175684977,true
Petitjean & Menard,"2 boulevard Voltaire, 75010 Paris",75010,48.906824,2.396158,Coréen,,30-50,Moyenne gamme,3.0,109,Élégant,0196385216,true
Leduc & Perrot,"15 place Vendôme, 75001 Paris",75001,48.836169,2.386752,Street food,Africain,30-50,Moyenne gamme,4.3,722,Authentique,0164527278,false
Raymond & Vincent,"69 rue Lepic, 75015 Paris",75015,48.87184,2.382893,Italien,,30-50,Moyenne gamme,4.7,94,Terrasse,0112852513,true
Dubois & Weiss,"19 avenue de l'Opéra, 75006 Paris",75006,48.822722,2.332443,Espagnol,Végan,10-20,Bon marché,4.6,604,Familial,0126659263,false
L'Assiette Grand de la Tour,"95 rue des Martyrs, 75008 Paris",75008,48.861948,2.304381,Français,Bistrot,20-30,Moyenne gamme,4.6,765,Décontracté,0175664391,true
Hamel & Marin,"96 rue de la Paix, 75003 Paris",75003,48.923078,2.268127,Pizza,Caribéen,30-50,Moyenne gamme,3.9,119,Familial,0171688945,false
Rémy,"70 rue de la Convention, 75014 Paris",75014,48.891176,2.311546,Thaïlandais,Brasserie,10-20,Bon marché,3.1,898,Vue panoramique,0156632860,true
Weiss & Hoareau,"57 boulevard Barbès, 75016 Paris",75016,48.895378,2.391907,Vietnamien,Crêperie,100+,Haut de gamme,4.2,182,Calme,0145462639,false
Huet & Chevalier,"110 rue de la Roquette, 75017 Paris",75017,48.856976,2.409881,Street food,Africain,50-100,Haut de gamme,3.2,404,Décontracté,0180763961,true
Les Parisien Gourmand,"20 boulevard de Magenta, 75007 Paris",75007,48.877561,2.391175,Chinois,,50-100,Haut de gamme,4.8,177,Historique,0174477034,true
Pons & Blanc,"44 avenue Montaigne, 75008 Paris",75008,48.857991,2.41099,Sushi,,50-100,Haut de gamme,4.5,87,Vue panoramique,0181303154,false
Café Traditionnel du Coin,"127 avenue de l'Opéra, 75001 Paris",75001,48.859026,2.308063,Mexicain,Végétarien,50-100,Haut de gamme,3.4,498,Élégant,0183906323,false
Gomes & Lemaire,"147 rue de la Paix, 75013 Paris",75013,48.853249,2.349455,Espagnol,,30-50,Moyenne gamme,3.3,137,Branché,0174148650,true
Au Royal du Palais,"61 avenue de l'Opéra, 75018 Paris",75018,48.836099,2.291726,Japonais,,10-20,Bon marché,4.3,59,Terrasse,0142872548,true
Chez Gourmand du Coin,"77 rue Saint-Honoré, 75012 Paris",75012,48.811696,2.35517,Burger,Grecque,100+,Haut de gamme,3.5,751,Branché,0135441990,true
Henry & Antoine,"29 avenue Parmentier, 75012 Paris",75012,48.855572,2.381716,Chinois,Pizza,30-50,Moyenne gamme,3.2,606,Intime,0122458498,false
Pasquier & Da Silva,"141 boulevard Saint-Germain, 75015 Paris",75015,48.852859,2.273787,Coréen,Végan,100+,Haut de gamme,3.1,273,Calme,0176761858,false
Pascal & Dias,"44 rue du Faubourg Saint-Antoine, 75001 Paris",75001,48.801165,2.364166,Street food,Français,30-50,Moyenne gamme,4.4,404,Traditionnel,0142531040,true
La Royal de Paris,"132 rue de la Gaîté, 75008 Paris",75008,48.872542,2.395708,Français,Tapas,50-100,Haut de gamme,3.5,152,Authentique,0133313673,true
L'Atelier Vieux du Coin,"99 boulevard Saint-Germain, 75011 Paris",75011,48.808912,2.384947,Américain,Crêperie,20-30,Moyenne gamme,3.7,154,Décontracté,0163945643,false
Restaurant Authentique des Gourmets,"112 rue Daguerre, 75005 Paris",75005,48.815251,2.361303,Coréen,,10-20,Bon marché,4.2,647,Authentique,0130694211,false
Leblanc & Marchal,"75 rue Montorgueil, 75003 Paris",75003,48.950487,2.279467,Japonais,,50-100,Haut de gamme,3.7,327,Familial,0192309956,false
Au Royal du Coin,"148 avenue de la République, 75006 Paris",75006,48.851104,2.398921,Africain,Crêperie,50-100,Haut de gamme,4.2,640,Animé,0178928650,false
Les Vincent,"17 rue de Ménilmontant, 75016 Paris",75016,48.94382,2.387748,Méditerranéen,Street food,30-50,Moyenne gamme,4.2,479,Intime,0160565023,true
Hubert & De Sousa,"105 rue de la Convention, 75012 Paris",75012,48.883812,2.383624,Végétarien,Français,10-20,Bon marché,3.3,652,Branché,0141389299,false
Maison Nouveau de la Seine,"74 boulevard de Magenta, 75011 Paris",75011,48.825617,2.397491,Brasserie,Africain,100+,Haut de gamme,4.4,246,Vue panoramique,0176358198,true
Cuisine Nouveau du Coin,"74 boulevard Raspail, 75014 Paris",75014,48.854551,2.401549,Végétarien,,50-100,Haut de gamme,4.9,751,Élégant,0142702355,true
Les Petit Gourmand,"6 rue des Martyrs, 75006 Paris",75006,48.894433,2.404908,Ramen,Thaïlandais,30-50,Moyenne gamme,3.2,108,Vue panoramique,0186753827,true
Marchal & Auger,"33 rue Oberkampf, 75010 Paris",75010,48.946518,2.333936,Marocain,,10-20,Bon marché,3.7,47,Traditionnel,0151258960,true
Chez Nouveau du Chef,"109 rue du Commerce, 75010 Paris",75010,48.921935,2.389816,Libanais,,50-100,Haut de gamme,3.4,373,Traditionnel,0163889715,true
Thierry & Delmas,"22 avenue Parmentier, 75015 Paris",75015,48.932293,2.3571,Marocain,,10-20,Bon marché,3.7,358,Festif,0127688170,true
Klein & Lévy,"73 avenue des Champs-Élysées, 75019 Paris",75019,48.896727,2.316637,Caribéen,Street food,10-20,Bon marché,4.2,392,Romantique,0171998165,true
Gautier & Lambert,"70 boulevard Raspail, 75004 Paris",75004,48.855568,2.37929,Japonais,Tapas,10-20,Bon marché,3.1,306,Branché,0156532473,false
Teixeira & Joly,"54 rue du Cherche-Midi, 75007 Paris",75007,48.941666,2.295659,Méditerranéen,Gastronomique,100+,Haut de gamme,4.2,428,Vue panoramique,0174657857,false
Aux Grand du Marché,"104 avenue de Wagram, 75003 Paris",75003,48.857785,2.324621,Américain,,20-30,Moyenne gamme,4.6,967,Terrasse,0156974735,true
Wagner & Bernier,"85 avenue Parmentier, 75014 Paris",75014,48.843495,2.277388,Caribéen,,30-50,Moyenne gamme,4.1,634,Authentique,0187345276,true
Bistrot Authentique de la Seine,"43 boulevard Haussmann, 75006 Paris",75006,48.846331,2.361058,Caribéen,Bistrot,20-30,Moyenne gamme,4.3,789,Romantique,0189752380,true
Restaurant Authentique du Marché,"143 avenue de Wagram, 75001 Paris",75001,48.829199,2.320028,Espagnol,Brasserie,30-50,Moyenne gamme,4.4,625,Terrasse,0138634219,false
Bourdon & Pierre,"35 rue de Turbigo, 75009 Paris",75009,48.814222,2.29814,Libanais,Burger,100+,Haut de gamme,4.9,417,Romantique,0147264213,false
Aubert & Auger,"111 rue Caulaincourt, 75006 Paris",75006,48.891272,2.352925,Chinois,Gastronomique,10-20,Bon marché,3.3,324,Terrasse,0159254330,false
Table Impérial de la Place,"4 rue Saint-Maur, 75014 Paris",75014,48.836248,2.269941,Vietnamien,,10-20,Bon marché,4.7,712,Festif,0189191970,true
Restaurant Nouveau Gourmand,"128 rue Saint-Maur, 75016 Paris",75016,48.814691,2.273521,Coréen,Tapas,20-30,Moyenne gamme,3.9,500,Intime,0180683357,true
L'Assiette Nouveau du Marché,"2 rue du Faubourg Saint-Antoine, 75006 Paris",75006,48.860653,2.351124,Coréen,Sushi,50-100,Haut de gamme,3.5,791,Traditionnel,0118344018,false
Lambert & Couturier,"111 rue du Faubourg Saint-Antoine, 75003 Paris",75003,48.939563,2.358901,Marocain,Street food,10-20,Bon marché,5.0,667,Moderne,0198822541,true
Maillet & Pruvost,"111 boulevard Barbès, 75003 Paris",75003,48.823064,2.273665,Mexicain,Ramen,20-30,Moyenne gamme,3.7,774,Moderne,0151313375,false
Pruvost & Bodin,"117 rue de Turbigo, 75018 Paris",75018,48.833367,2.367653,Espagnol,Végan,100+,Haut de gamme,4.0,709,Terrasse,0147106546,true
La Vieux de la Tour,"67 rue Didot, 75017 Paris",75017,48.897091,2.292958,Brésilien,,10-20,Bon marché,3.2,211,Élégant,0173911234,false
Lucas & Didier,"52 rue de la Pompe, 75010 Paris",75010,48.87109,2.360138,Indien,,20-30,Moyenne gamme,4.8,425,Traditionnel,0197504635,true
Thomas & Laporte,"111 rue de la Gaîté, 75010 Paris",75010,48.904558,2.34536,Libanais,Gastronomique,50-100,Haut de gamme,4.4,14,Branché,0198393638,true
Guyon & Rousseau,"1 rue des Martyrs, 75014 Paris",75014,48.924906,2.310297,Méditerranéen,Street food,50-100,Haut de gamme,3.1,887,Moderne,0189227955,true
Jacquot & Delorme,"8 rue de la Pompe, 75017 Paris",75017,48.864662,2.261889,Fruits de mer,,50-100,Haut de gamme,4.1,737,Terrasse,0119492011,false
Duval & Chevallier,"136 rue Saint-Maur, 75002 Paris",75002,48.808375,2.329688,Gastronomique,Italien,50-100,Haut de gamme,4.1,205,Familial,0138467119,true
Au Impérial du Coin,"40 boulevard Saint-Germain, 75015 Paris",75015,48.861094,2.267946,Marocain,Burger,20-30,Moyenne gamme,3.7,576,Élégant,0138388379,false
Paris,"150 boulevard Barbès, 75016 Paris",75016,48.801307,2.343731,Burger,Brésilien,100+,Haut de gamme,3.3,574,Authentique,0159667830,true
Dos Santos & Pasquier,"87 rue Didot, 75009 Paris",75009,48.919515,2.274008,Coréen,Végétarien,50-100,Haut de gamme,4.1,326,Moderne,0182889025,false
Chez Authentique de Paris,"113 boulevard Voltaire, 75014 Paris",75014,48.943974,2.279037,Marocain,Crêperie,10-20,Bon marché,5.0,781,Traditionnel,0183531646,true
Delannoy & Charpentier,"23 boulevard de Magenta, 75013 Paris",75013,48.822562,2.336009,Grecque,,30-50,Moyenne gamme,4.7,542,Convivial,0152249393,true
Barre & Maillet,"4 rue de Turbigo, 75016 Paris",75016,48.855471,2.311221,Pizza,Espagnol,50-100,Haut de gamme,3.8,172,Décontracté,0163528644,true
Lacombe & Ferreira,"133 rue Saint-Honoré, 75004 Paris",75004,48.809979,2.403291,Américain,,50-100,Haut de gamme,4.6,291,Historique,0123343197,false
Parent,"14 boulevard Haussmann, 75010 Paris",75010,48.93338,2.413514,Indien,Ramen,30-50,Moyenne gamme,3.5,355,Terrasse,0175307585,true
Renault & Briand,"59 rue Montorgueil, 75013 Paris",75013,48.94804,2.337139,Coréen,Fruits de mer,50-100,Haut de gamme,3.2,584,Décontracté,0169779181,false
Richard & Barbe,"23 rue du Commerce, 75003 Paris",75003,48.929686,2.371819,Burger,,100+,Haut de gamme,3.5,520,Authentique,0115542111,false
Gautier & Laurent,"60 rue de Rivoli, 75018 Paris",75018,48.815701,2.375705,Africain,Végan,20-30,Moyenne gamme,3.2,90,Moderne,0175324990,false
Brasserie Bon du Palais,"146 rue Didot, 75018 Paris",75018,48.922417,2.353541,Mexicain,Crêperie,100+,Haut de gamme,3.8,317,Romantique,0112218567,true
Chez Impérial de la Seine,"23 avenue de la République, 75003 Paris",75003,48.922967,2.344581,Italien,Brasserie,50-100,Haut de gamme,4.7,82,Historique,0110599923,true
Bourgeois & Da Costa,"80 rue du Temple, 75018 Paris",75018,48.950511,2.337021,Indien,,10-20,Bon marché,4.9,544,Historique,0126774976,false
Hamel & Renard,"36 rue Lepic, 75009 Paris",75009,48.932689,2.319687,Américain,Crêperie,50-100,Haut de gamme,3.3,956,Moderne,0173693120,false
Normand & Deschamps,"40 avenue des Champs-Élysées, 75019 Paris",75019,48.811606,2.356092,Français,,30-50,Moyenne gamme,4.2,953,Moderne,0124719930,false
Auberge Gourmand des Délices,"97 rue des Rosiers, 75015 Paris",75015,48.851803,2.256697,Caribéen,,100+,Haut de gamme,4.2,872,Intime,0175429316,false
Bonnet & Blot,"23 rue des Martyrs, 75014 Paris",75014,48.877926,2.38476,Vietnamien,Ramen,30-50,Moyenne gamme,3.2,448,Festif,0160596368,true
Martins,"31 rue Mouffetard, 75002 Paris",75002,48.937414,2.386681,Végétarien,Français,30-50,Moyenne gamme,4.3,796,Animé,0157826472,false
Chrétien & Allard,"47 place Vendôme, 75011 Paris",75011,48.843886,2.258019,Brésilien,Crêperie,10-20,Bon marché,4.4,947,Calme,0134548790,false
Le Grand de la Place,"62 rue Lepic, 75019 Paris",75019,48.956378,2.361575,Marocain,Végétarien,30-50,Moyenne gamme,3.0,263,Historique,0163548049,false
Hubert & Bernier,"86 rue de Rivoli, 75005 Paris",75005,48.84611,2.282794,Brasserie,Italien,100+,Haut de gamme,3.1,342,Familial,0128976987,false
Perrier & Gomez,"107 rue Montorgueil, 75014 Paris",75014,48.915785,2.370123,Bistrot,,50-100,Haut de gamme,4.8,476,Authentique,0150338662,false
Grenier & Hervé,"26 avenue de Wagram, 75009 Paris",75009,48.827856,2.325591,Tapas,Caribéen,100+,Haut de gamme,4.5,697,Traditionnel,0122982743,true
Jacquot & Chartier,"10 place Vendôme, 75002 Paris",75002,48.890827,2.34239,Sushi,,30-50,Moyenne gamme,4.9,51,Festif,0165304347,false
Chez Impérial Gourmand,"135 rue Didot, 75002 Paris",75002,48.934256,2.395939,Américain,,10-20,Bon marché,3.6,182,Romantique,0122404589,false
Aux Bon des Saveurs,"137 rue de la Convention, 75007 Paris",75007,48.89698,2.291123,Brasserie,,20-30,Moyenne gamme,3.4,689,Décontracté,0171393916,false
Vincent & Richard,"129 rue Daguerre, 75008 Paris",75008,48.88282,2.38637,Fruits de mer,,10-20,Bon marché,4.7,618,Festif,0147865981,true
Renaud,"121 avenue Parmentier, 75001 Paris",75001,48.803262,2.347626,Japonais,Ramen,100+,Haut de gamme,4.2,959,Convivial,0145606763,true
Valette & Pichon,"42 rue de Turbigo, 75016 Paris",75016,48.803962,2.386705,Indien,Ramen,100+,Haut de gamme,3.1,549,Romantique,0154688599,true
Auberge Parisien Gourmand,"11 place Vendôme, 75015 Paris",75015,48.895432,2.345957,Brasserie,Indien,20-30,Moyenne gamme,3.0,126,Authentique,0150798232,false
Jourdan & Tessier,"101 rue du Temple, 75001 Paris",75001,48.879136,2.406989,Tapas,Français,20-30,Moyenne gamme,3.3,759,Traditionnel,0176873428,true
Pruvost & Morvan,"126 rue de la Gaîté, 75020 Paris",75020,48.910421,2.345464,Bistrot,Caribéen,30-50,Moyenne gamme,3.4,200,Traditionnel,0124477446,true
Rousset & Marion,"92 rue de la Gaîté, 75010 Paris",75010,48.823383,2.34653,Vietnamien,Tapas,50-100,Haut de gamme,4.1,413,Moderne,0156219984,true
Diallo & Pages,"138 boulevard de Magenta, 75005 Paris",75005,48.814702,2.329377,Street food,Vietnamien,10-20,Bon marché,3.8,157,Décontracté,0195767236,true
Cuisine Parisien des Saveurs,"113 avenue de l'Opéra, 75015 Paris",75015,48.969641,2.4122,Sushi,Brésilien,10-20,Bon marché,4.9,28,Animé,0118777866,false
Pons & Schmitt,"125 avenue Parmentier, 75014 Paris",75014,48.912995,2.39303,Bistrot,Africain,100+,Haut de gamme,4.3,458,Moderne,0132115297,false
Normand & Sanchez,"137 rue Daguerre, 75013 Paris",75013,48.810826,2.401669,Japonais,Pizza,50-100,Haut de gamme,3.7,554,Terrasse,0150245439,true
Relais Parisien des Délices,"110 rue de Turbigo, 75004 Paris",75004,48.878729,2.268193,Pizza,Grecque,10-20,Bon marché,4.6,114,Historique,0111548240,false
Hoareau & Fournier,"79 rue Saint-Honoré, 75005 Paris",75005,48.819507,2.34231,Coréen,,30-50,Moyenne gamme,3.7,714,Intime,0172816735,false
Renard & Mary,"32 rue Montorgueil, 75007 Paris",75007,48.916581,2.388642,Africain,Fruits de mer,10-20,Bon marché,4.5,625,Convivial,0116147842,true
Rémy & Turpin,"125 rue des Rosiers, 75010 Paris",75010,48.907879,2.320702,Marocain,Fruits de mer,20-30,Moyenne gamme,4.8,79,Animé,0126941880,false
Les Lacombe,"100 rue Saint-Maur, 75017 Paris",75017,48.832225,2.259066,Brasserie,Brésilien,30-50,Moyenne gamme,4.0,785,Festif,0164287023,false
Breton & Godard,"135 rue de la Roquette, 75012 Paris",75012,48.824998,2.393577,Français,Bistrot,50-100,Haut de gamme,4.9,38,Moderne,0169773516,false
